"one
one radical (no.1)
";一;"イチ
イツ
ひと-
"wide
broad
spacious
";広;"コウ
ひろ.い
ひろ.まる
ひろ.める
ひろ.がる
ひろ.げる
";
"wa-shaped crown radical (no. 14)
";冖;"ベキ
";
"army
force
troops
war
battle
";軍;"グン
いくさ
";
"carry
luck
destiny
fate
lot
transport
progress
advance
";運;"ウン
はこ.ぶ
";
"reign
be at peace
calm down
subdue
quell
govt
cure
heal
rule
conserve
";治;"ジ
チ
おさ.める
おさ.まる
なお.る
なお.す
";
"file
row
rank
tier
column
";列;"レツ
レ
";
"example
custom
usage
precedent
";例;"レイ
たと.える
";
"goods
refinement
dignity
article
counter for meal courses
";品;"ヒン
ホン
しな
";
"northeast (Oriental zodiac)
stopping
good radical (no. 138)
";艮;"コン
ゴン
うしとら
";
"limit
restrict
to best of ability
";限;"ゲン
かぎ.る
かぎ.り
-かぎ.り
";
"branch
support
sustain
branch radical (no. 65)
";支;"シ
ささ.える
つか.える
か.う
";
"think
be methodical
";侖;"リン
ロン
おも.う
";
"argument
discourse
";論;"ロン
";
"towel
hanging scroll
width
cloth radical (no. 50)
";巾;"キン
フク
おお.い
ちきり
きれ
";
"market
city
town
";市;"シ
いち
";
"winter
";冬;"トウ
ふゆ
";
"end
finish
";終;"シュウ
お.わる
-お.わる
おわ.る
お.える
つい
つい.に
";
"promise
approximately
shrink
";約;"ヤク
つづ.まる
つづ.める
つづま.やか
";
Ei käännöstä;𠬝;"Ei lukutapoja";
"happiness
blessing
fortune
";幸;"コウ
さいわ.い
さち
しあわ.せ
";
"report
news
reward
retribution
";報;"ホウ
むく.いる
";
"valley
";谷;"コク
たに
きわ.まる
";
"contain
form
looks
";容;"ヨウ
い.れる
";
"harmony
Japanese style
peace
soften
Japan
";和;"ワ
オ
カ
やわ.らぐ
やわ.らげる
なご.む
なご.やか
あ.える
";
"sword
potter's clay
to gather
";戠;"ショク
シキ
シ
";
"discriminating
know
write
";識;"シキ
し.る
しる.す
";
"politics
government
";政;"セイ
ショウ
まつりごと
まん
";
"transmit
go along
walk along
follow
report
communicate
legend
tradition
";伝;"デン
テン
つた.わる
つた.える
つた.う
つだ.う
-づた.い
つて
";
"duty
war
campaign
drafted labor
office
service
role
";役;"ヤク
エキ
";
"question mark
?
";乎;"コ
オ
か
ああ
かな
や
よ
を
";
"call
call out to
invite
";呼;"コ
よ.ぶ
";
"remainder
leftover
balance
";残;"ザン
サン
のこ.る
のこ.す
そこな.う
のこ.り
";
"leg
foot
be sufficient
counter for pairs of footwear
";足;"ソク
あし
た.りる
た.る
た.す
";
"public
prince
official
governmental
";公;"コウ
ク
おおやけ
";
"nonplussed
three (in documents)
going
coming
visiting
visit
be defeated
die
be madly in love
participate
take part in
";参;"サン
シン
まい.る
まい-
まじわる
みつ
";
"concept
think
idea
thought
";想;"ソウ
ソ
おも.う
";
"lengthen
counter for bows & stringed instruments
stretch
spread
put up (tent)
";張;"チョウ
は.る
-は.り
-ば.り
";
"Big Dipper
ten sho (vol)
sake dipper
dots and cross radical (no. 68)
";斗;"ト
トウ
";
"rice
USA
metre
";米;"ベイ
マイ
メエトル
こめ
よね
";
"fee
materials
";料;"リョウ
";
"bestow
participate in
give
award
impart
provide
cause
gift
godsend
";与;"ヨ
あた.える
あずか.る
くみ.する
ともに
";
"walk
counter for steps
";歩;"ホ
ブ
フ
ある.く
あゆ.む
";
"accomplished
reach
arrive
attain
";達;"タツ
ダ
-たち
";
Ei käännöstä;𦍌;"Ei lukutapoja";
"beauty
beautiful
";美;"ビ
ミ
うつく.しい
";
"together
both
neither
all
and
alike
with
";共;"キョウ
とも
とも.に
-ども
";
"bamboo
";竹;"チク
たけ
";
"etc.
and so forth
class (first)
quality
equal
similar
";等;"トウ
ひと.しい
など
-ら
";
"nine
";九;"キュウ
ク
ここの
ここの.つ
";
"species
kind
class
variety
seed
";種;"シュ
たね
-ぐさ
";
"affair
case
matter
item
";件;"ケン
くだん
";
"mother
";母;"ボ
はは
も
";
"every
each
";每;"マイ
バイ
つね
";
"sea
ocean
";海;"カイ
うみ
";
"red
tan
";冉;"ゼン
ネン
あや.うい
";
"put together
inner palace
";冓;"コウ
かま.える
";
"posture
build
pretend
";構;"コウ
かま.える
かま.う
";
"pour
irrigate
shed (tears)
flow into
concentrate on
notes
comment
annotate
";注;"チュウ
そそ.ぐ
さ.す
つ.ぐ
";
"rank
grade
throne
crown
about
some
";位;"イ
くらい
ぐらい
";
"revolve
turn around
change
";転;"テン
ころ.がる
ころ.げる
ころ.がす
ころ.ぶ
まろ.ぶ
うたた
うつ.る
くる.めく
";
"rule
follow
based on
model after
";則;"ソク
のっと.る
";
"side
lean
oppose
regret
";側;"ソク
かわ
がわ
そば
";
"memorize
learn
remember
awake
sober up
";覚;"カク
おぼ.える
さ.ます
さ.める
さと.る
";
"ego
I
selfish
our
oneself
";我;"ガ
われ
わ
わ.が-
わが-
";
"righteousness
justice
morality
honor
loyalty
meaning
";義;"ギ
";
"wait
depend on
";待;"タイ
ま.つ
-ま.ち
";
"assets
resources
capital
funds
data
be conducive to
contribute to
";資;"シ
";
"deep
heighten
intensify
strengthen
";深;"シン
ふか.い
-ぶか.い
ふか.まる
ふか.める
み-
";
"inspection
regard as
see
look at
";視;"シ
み.る
";
"value
price
";価;"カ
ケ
あたい
";
"elephant
pattern after
imitate
image
shape
sign (of the times)
";象;"ショウ
ゾウ
かたど.る
";
"resemblance
";肖;"ショウ
あやか.る
";
"extinguish
blow out
turn off
neutralize
cancel
";消;"ショウ
き.える
け.す
";
"number
strength
fate
law
figures
";数;"スウ
ス
サク
ソク
シュ
かず
かぞ.える
しばしば
せ.める
わずらわ.しい
";
"even
flat
peace
";平;"ヘイ
ビョウ
ヒョウ
たい.ら
-だいら
ひら
ひら-
";
"father
";父;"フ
ちち
";
"mingle
mixing
association
coming & going
";交;"コウ
まじ.わる
まじ.える
ま.じる
まじ.る
ま.ざる
ま.ぜる
-か.う
か.わす
かわ.す
こもごも
";
"southeast
";巽;"ソン
たつみ
";
"elect
select
choose
prefer
";選;"セン
えら.ぶ
";
"angle
corner
square
horn
antlers
";角;"カク
かど
つの
";
"unravel
notes
key
explanation
understanding
untie
undo
solve
answer
cancel
absolve
explain
minute
";解;"カイ
ゲ
と.く
と.かす
と.ける
ほど.く
ほど.ける
わか.る
さと.る
";
"water
";水;"スイ
みず
みず-
";
"deliberation
consultation
debate
consideration
";議;"ギ
";
"rain
";雨;"ウ
あめ
あま-
-さめ
";
"electricity
";電;"デン
";
"uncommon
different
queerness
strangeness
wonderful
curious
unusual
";異;"イ
こと
こと.なる
け
";
"craft
construction
katakana e radical (no. 48)
";工;"コウ
ク
グ
";
"hole
aperture
slit
cave
den
";穴;"ケツ
あな
";
"empty
sky
void
vacant
vacuum
";空;"クウ
そら
あ.く
あ.き
あ.ける
から
す.く
す.かす
むな.しい
";
"half
middle
odd number
semi-
part-
";半;"ハン
なか.ば
";
"judgement
signature
stamp
seal
";判;"ハン
バン
わか.る
";
"business
vocation
arts
performance
";業;"ギョウ
ゴウ
わざ
";
"each
every
either
";各;"カク
おのおの
";
"status
rank
capacity
character
case (law, grammar)
";格;"カク
コウ
キャク
ゴウ
";
"authority
power
rights
";権;"ケン
ゴン
おもり
かり
はか.る
";
"who
someone
somebody
";誰;"スイ
だれ
たれ
た
";
"difficult
impossible
trouble
accident
defect
";難;"ナン
かた.い
-がた.い
むずか.しい
むづか.しい
むつか.しい
-にく.い
";
"style
ceremony
rite
function
method
system
form
expression
";式;"シキ
";
"elementary
principle
naked
uncovered
";素;"ソ
ス
もと
";
"set free
release
fire
shoot
emit
banish
liberate
";放;"ホウ
はな.す
-っぱな.し
はな.つ
はな.れる
こ.く
ほう.る
";
"formerly
once
before
ever
never
ex-
";曽;"ソウ
ソ
ゾウ
かつ
かつて
すなわち
";
"increase
add
augment
gain
promote
";増;"ゾウ
ま.す
ま.し
ふ.える
ふ.やす
";
"mountain
";山;"サン
セン
やま
";
"propose
take along
carry in hand
";提;"テイ
チョウ
ダイ
さ.げる
";
"art
technique
skill
means
trick
resources
magic
";術;"ジュツ
すべ
";
"help
rescue
assist
";助;"ジョ
たす.ける
たす.かる
す.ける
すけ
";
"separate
divide
topped rice radical (no. 165)
";釆;"ハン
ベン
サイ
と.る
いろどり
のごめ
";
"turn
number in a series
";番;"バン
つが.い
";
"plump
thick
big around
";太;"タイ
タ
ふと.い
ふと.る
";
"harm
injury
";害;"ガイ
";
"proportion
comparatively
divide
cut
separate
split
";割;"カツ
わ.る
わり
わ.り
わ.れる
さ.く
";
"grade
steps
stairs
";段;"ダン
タン
";
"display
offer
present
send
exhibit
";呈;"テイ
";
"extent
degree
law
formula
distance
limits
amount
";程;"テイ
ほど
-ほど
";
"well
well crib
town
community
";井;"セイ
ショウ
い
";
"surround
besiege
store
paling
enclosure
encircle
preserve
keep
";囲;"イ
かこ.む
かこ.う
かこ.い
";
"read
";読;"ドク
トク
トウ
よ.む
-よ.み
";
"exam
school
printing
proof
correction
";校;"コウ
キョウ
";
"wish
sense
idea
thought
feeling
desire
attention
";念;"ネン
";
"early death
calamity
";夭;"ヨウ
オウ
カ
わか.い
わかじに
わざわい
";
"laugh
";笑;"ショウ
わら.う
え.む
";
"mention
state
speak
relate
";述;"ジュツ
の.べる
";
"revelation
tell
inform
announce
";告;"コク
つ.げる
";
"create
make
structure
physique
";造;"ゾウ
つく.る
つく.り
-づく.り
";
"submit
offer
present
serve (meal)
accompany
";供;"キョウ
ク
クウ
グ
そな.える
とも
-ども
";
"husband
man
";夫;"フ
フウ
ブ
おっと
それ
";
"lose
error
fault
disadvantage
loss
";失;"シツ
うしな.う
う.せる
";
"merit
efficacy
efficiency
benefit
";効;"コウ
き.く
ききめ
なら.う
";
"concubine
";妾;"ショウ
めかけ
そばめ
わらわ
";
"touch
contact
adjoin
piece together
";接;"セツ
ショウ
つ.ぐ
";
"old
";古;"コ
ふる.い
ふる-
-ふる.す
";
"harden
set
clot
curdle
";固;"コ
かた.める
かた.まる
かた.まり
かた.い
";
"individual
counter for articles
";個;"コ
カ
";
"people
nation
subjects
";民;"ミン
たみ
";
"metropolis
capital
all
everything
";都;"ト
ツ
みやこ
";
"to join or connect the vine
";丩;"キュウ
まつわる
";
"income
obtain
reap
pay
supply
store
";収;"シュウ
おさ.める
おさ.まる
";
"equip
provision
preparation
";備;"ビ
そな.える
そな.わる
つぶさ.に
";
"distinction
difference
variation
discrepancy
margin
balance
";差;"サ
さ.す
さ.し
";
"good
pleasing
skilled
";良;"リョウ
よ.い
-よ.い
い.い
-い.い
";
"horse
";馬;"バ
うま
うま-
ま
";
"verification
effect
testing
";験;"ケン
ゲン
あかし
しるし
ため.す
ためし
";
"village
town
";村;"ソン
むら
";
"9th calendar sign
";壬;"ニン
ジン
イ
みずのえ
";
"responsibility
duty
term
entrust to
appoint
";任;"ニン
まか.せる
まか.す
";
"right
";右;"ウ
ユウ
みぎ
";
"young
if
perhaps
possibly
low number
immature
";若;"ジャク
ニャク
ニャ
わか.い
わか-
も.しくわ
も.し
も.しくは
ごと.し
";
"condolences
mourning
funeral
";弔;"チョウ
とむら.う
とぶら.う
";
"No.
residence
";第;"ダイ
テイ
";
"gold
";金;"キン
コン
ゴン
かね
かな-
-がね
";
"full
fullness
enough
satisfy
";満;"マン
バン
み.ちる
み.つ
み.たす
";
"tall
high
expensive
";高;"コウ
たか.い
たか
-だか
たか.まる
たか.める
";
"reformation
change
modify
mend
renew
examine
inspect
search
";改;"カイ
あらた.める
あらた.まる
";
"dainty
get thin
taper
slender
narrow
detailed
precise
";細;"サイ
ほそ.い
ほそ.る
こま.か
こま.かい
";
"early
fast
";早;"ソウ
サッ
はや.い
はや
はや-
はや.まる
はや.める
さ-
";
"standard
measure
";規;"キ
";
"son
counter for sons
";郎;"ロウ
リョウ
おとこ
";
"article
clause
item
stripe
streak
";条;"ジョウ
チョウ
デキ
えだ
すじ
";
"name of a Chinese river
";淮;"ワイ
エ
カイ
";
"semi-
correspond to
proportionate to
conform
imitate
";準;"ジュン
じゅん.じる
じゅん.ずる
なぞら.える
のり
ひと.しい
みずもり
";
"wherefore
a reason
";由;"ユ
ユウ
ユイ
よし
よ.る
";
"usual
ordinary
normal
common
regular
continually
always
long-lasting
";常;"ジョウ
つね
とこ-
";
"figure
form
shape
";姿;"シ
すがた
";
"spring
fountain
";泉;"セン
いずみ
";
"line
track
";線;"セン
すじ
";
"the stalk
the stem
the foot
the base
";啇;"テキ
チャク
セキ
もと
ねもと
やわ.らぐ
";
"suitable
occasional
rare
qualified
capable
";適;"テキ
かな.う
";
"suffering
trial
worry
hardship
feel bitter
scowl
";苦;"ク
くる.しい
-ぐる.しい
くる.しむ
くる.しめる
にが.い
にが.る
";
"root
radical
head (pimple)
";根;"コン
ね
-ね
";
"work
(kokuji)
";働;"ドウ
はたら.く
";
"daybreak
dawn
morning
";旦;"タン
ダン
あき.らか
あきら
ただし
あさ
あした
";
"quantity
measure
weight
amount
consider
estimate
surmise
";量;"リョウ
はか.る
";
"rump
footprint radical (no. 114)
";禸;"ジュウ
ニュ
あしあと
";
"rare beast
strange
elegant
";离;"チ
リ
";
"detach
separation
disjoin
digress
";離;"リ
はな.れる
はな.す
";
"stab
protruding
thrust
pierce
prick
collision
sudden
";突;"トツ
カ
つ.く
";
"occupation
camp
perform
build
conduct (business)
";営;"エイ
いとな.む
いとな.み
";
"shift
move
change
drift
catch (cold, fire)
pass into
";移;"イ
うつ.る
うつ.す
";
"";菐;"ホク
わずらわ.しい
";
"me
I (male)
servant
manservant
";僕;"ボク
しもべ
";
"strange
strangeness
curiosity
";奇;"キ
く.しき
あや.しい
くし
めずら.しい
";
"draw near
stop in
bring near
gather
collect
send
forward
";寄;"キ
よ.る
-よ.り
よ.せる
";
"left
";左;"サ
シャ
ひだり
";
"to store up
to pile up
";𠂤;"タイ
";
"chase
drive away
follow
pursue
meanwhile
";追;"ツイ
お.う
";
"contain
include
hold in the mouth
bear in mind
understand
cherish
";含;"ガン
ふく.む
ふく.める
";
"again
twice
second time
";再;"サイ
サ
ふたた.び
";
"compare
race
ratio
Philippines
";比;"ヒ
くら.べる
";
"all
everything
";皆;"カイ
みな
みんな
";
"storey
stair
counter for storeys of a building
";階;"カイ
きざはし
";
"color
";色;"ショク
シキ
いろ
";
"discontinue
sever
cut off
abstain
interrupt
suppress
be beyond
without match
peerless
unparalleled
";絶;"ゼツ
た.える
た.やす
た.つ
";
"badge
chapter
composition
poem
design
";章;"ショウ
";
"ten thousand
10,000
";万;"マン
バン
よろず
";
"guidance
leading
conduct
usher
";導;"ドウ
みちび.く
";
"defeat
negative
-
minus
bear
owe
assume a responsibility
";負;"フ
ま.ける
ま.かす
お.う
";
"melancholy
grieve
lament
be anxious
sad
unhappy
";憂;"ユウ
うれ.える
うれ.い
う.い
う.き
";
"tenderness
excel
surpass
actor
superiority
gentleness
";優;"ユウ
ウ
やさ.しい
すぐ.れる
まさ.る
";
"tribe
family
";族;"ゾク
";
"insect
bug
temper
";虫;"チュウ
キ
むし
";
"dog
dog radical (no. 94)
";犭;"";
"single
alone
spontaneously
Germany
";独;"ドク
トク
ひと.り
";
"poles
settlement
conclusion
end
highest rank
electric poles
very
extremely
most
highly
10**48
";極;"キョク
ゴク
きわ.める
きわ.まる
きわ.まり
きわ.み
き.める
-ぎ.め
き.まる
";
"long stride or stretching radical (no. 54)
";廴;"イン
";
"build
";建;"ケン
コン
た.てる
た.て
-だ.て
た.つ
";
"island
";島;"トウ
しま
";
"dispose
manage
deal with
sentence
condemn
act
behave
place
";処;"ショ
ところ
-こ
お.る
";
"adjusted
alike
equal
similar variety of
";斉;"セイ
サイ
そろ.う
ひと.しい
ひと.しく
あたる
はやい
";
"settle (debt, etc.)
relieve (burden)
finish
come to an end
excusable
need not
";済;"サイ
セイ
す.む
-ず.み
-ずみ
す.まない
す.ます
-す.ます
すく.う
な.す
わたし
わた.る
";
"condition
situation
";況;"キョウ
まし.て
いわ.んや
おもむき
";
"north
";北;"ホク
きた
";
"guard
protect
defend
obey
";守;"シュ
ス
まも.る
まも.り
もり
-もり
かみ
";
"group
association
";団;"ダン
トン
かたまり
まる.い
";
"town
village
block
street
";町;"チョウ
まち
";
"store
shop
";店;"テン
みせ
たな
";
"breath
respiration
son
interest (on money)
";息;"ソク
いき
";
"to go round
to make a circuit
to make a revolution
to turn round
";帀;"ソウ
めぐ.る
めぐ.らす
";
"expert
teacher
master
model
exemplar
army (incl. counter)
war
";師;"シ
いくさ
";
"evidence
proof
certificate
";証;"ショウ
あかし
";
"refined
ghost
fairy
energy
vitality
semen
excellence
purity
skill
";精;"セイ
ショウ
しら.げる
くわ.しい
";
"eat
food
";食;"ショク
ジキ
く.う
く.らう
た.べる
は.む
";
"round
full (month)
perfection
-ship
pills
make round
roll up
curl up
seduce
explain away
";丸;"ガン
まる
まる.める
まる.い
";
"mushroom
";圥;"ロク
きのこ
";
"clod of earth
land
";坴;"リク
ロク
";
"art
";埶;"ゲイ
セイ
う.える
わざ
いきほい
";
"forces
energy
military strength
";勢;"セイ
ゼイ
いきお.い
はずみ
";
"family name
surname
clan
";氏;"シ
うじ
-うじ
";
"name of an ancient tribe
";氐;"テイ
タイ
シ
チ
ふもと
";
"lower
short
humble
";低;"テイ
ひく.い
ひく.める
ひく.まる
";
"mask
face
features
surface
";面;"メン
ベン
おも
おもて
つら
";
"sign of the dragon
7-9AM
fifth sign of Chinese zodiac
shin dragon radical (no. 161)
";辰;"シン
ジン
たつ
";
"shake
wave
wag
swing
";振;"シン
ふ.る
ぶ.る
ふ.り
-ぶ.り
ふ.るう
";
"punish
penalty
sentence
punishment
";刑;"ケイ
";
"mould
type
model
";型;"ケイ
かた
-がた
";
"buy
";買;"バイ
か.う
";
"contend
dispute
argue
";争;"ソウ
あらそ.う
いか.でか
";
"vessels
counter for ships
fish
birds
arrows
one of a pair
";隻;"セキ
";
"to measure
to calculate
";蒦;"ワク
キャク
カク
ヤク
はかり
ものさし
のり
";
"safeguard
protect
";護;"ゴ
まも.る
";
"dwell
reside
live
inhabit
";住;"ジュウ
ヂュウ
チュウ
す.む
す.まう
-ず.まい
";
"unfold
expand
";展;"テン
";
"guess
presume
surmise
judge
understand
";察;"サツ
";
"rush
hurry
be flustered
";忩;"ソウ
にわか
あわ.てる
";
"general
whole
all
full
total
";総;"ソウ
す.べて
すべ.て
ふさ
";
"seduce
call
send for
wear
put on
ride in
buy
eat
drink
catch (cold)
";召;"ショウ
め.す
";
"shining
bright
";昭;"ショウ
";
"illuminate
shine
compare
bashful
";照;"ショウ
て.る
て.らす
て.れる
";
"strike
hit
knock
pound
dozen
";打;"ダ
ダアス
う.つ
う.ち-
ぶ.つ
";
"escort
send
";送;"ソウ
おく.る
";
"east
";東;"トウ
ひがし
";
"kill
murder
butcher
slice off
split
diminish
reduce
spoil
";殺;"サツ
サイ
セツ
ころ.す
-ごろ.し
そ.ぐ
";
"hurry
emergency
sudden
steep
";急;"キュウ
いそ.ぐ
いそ.ぎ
";
"investigate
";査;"サ
";
"research
study
";究;"キュウ
ク
きわ.める
";
"overall
relationship
ruling
governing
";統;"トウ
す.べる
ほび.る
";
"price
cost
value
";値;"チ
ね
あたい
";
"skill
art
craft
ability
feat
performance
vocation
arts
";技;"ギ
わざ
";
Ei käännöstä;𠦝;"Ei lukutapoja";
"morning
dynasty
regime
epoch
period
(North) Korea
";朝;"チョウ
あさ
";
"boat
ship
";舟;"シュウ
ふね
ふな-
-ぶね
";
"carrier
carry
all
general
sort
kind
";般;"ハン
";
"to descend
to come down from heaven
to send down
";夅;"コウ
ゴ
お.りる
お.ろす
ふ.る
くだ.る
くだ.す
";
"descend
precipitate
fall
surrender
";降;"コウ
ゴ
お.りる
お.ろす
ふ.る
ふ.り
くだ.る
くだ.す
";
"friend
";友;"ユウ
とも
";
"slip out
extract
pull out
pilfer
quote
remove
omit
";抜;"バツ
ハツ
ハイ
ぬ.く
-ぬ.く
ぬ.き
ぬ.ける
ぬ.かす
ぬ.かる
";
"soldier
private
troops
army
warfare
strategy
tactics
";兵;"ヘイ
ヒョウ
つわもの
";
"some
one
or
possibly
a certain
";或;"ワク
コク
イキ
あ.る
あるい
あるいは
";
"range
region
limits
stage
level
";域;"イキ
";
"room
apartment
chamber
greenhouse
cellar
";室;"シツ
むろ
";
"re-
return
revert
resume
restore
go backwards
";戻;"レイ
もど.す
もど.る
";
"nickname
number
item
title
pseudonym
name
call
";号;"ゴウ
さけ.ぶ
よびな
";
"stream
river
river or three-stroke river radical (no. 47)
";川;"セン
かわ
";
"polish
study of
sharpen
";研;"ケン
と.ぐ
";
"broom
";帚;"ソウ
シュウ
ほうき
";
"homecoming
arrive at
lead to
result in
";帰;"キ
かえ.る
かえ.す
おく.る
とつ.ぐ
";
"capital
10**16
";京;"キョウ
ケイ
キン
みやこ
";
"scenery
view
";景;"ケイ
";
"shadow
silhouette
phantom
";影;"エイ
かげ
";
"third class
3rd
3rd calendar sign
";丙;"ヘイ
ひのえ
";
"trailing sickness
sick radical (no. 104)
";疒;"ダク
ニャク
ソウ
ジョウ
シツ
や.む
";
"ill
sick
";病;"ビョウ
ヘイ
や.む
-や.み
やまい
";
"word
speech
language
";語;"ゴ
かた.る
かた.らう
";
"post
employment
work
";職;"ショク
ソク
";
"shouldering
carry
raise
bear
";担;"タン
かつ.ぐ
にな.う
";
"end
finally
";竟;"キョウ
ケイ
おわ.る
ついに
わた.る
";
"boundary
border
region
";境;"キョウ
ケイ
さかい
";
"";㠯;"";
"bureaucrat
the government
organ
";官;"カン
";
"pipe
tube
wind instrument
drunken talk
control
jurisdiction
";管;"カン
くだ
";
"feathers
counter for birds, rabbits
";羽;"ウ
は
わ
はね
";
"learn
";習;"シュウ
ジュ
なら.う
なら.い
";
"guest
visitor
customer
client
";客;"キャク
カク
";
"perfect
completion
end
";完;"カン
";
"two people
";从;"ショウ
ジュウ
ジュ
したが.う
したが.える
より
";
"sit
";坐;"ザ
サ
すわ.る
おわす
そぞろに
まします
";
"squat
seat
cushion
gathering
sit
";座;"ザ
すわ.る
";
"beat
attack
defeat
conquer
";撃;"ゲキ
う.つ
";
"push
stop
check
subdue
attach
seize
weight
shove
press
seal
do in spite of
";押;"オウ
お.す
お.し-
お.っ-
お.さえる
おさ.える
";
"stature
height
back
behind
disobey
defy
go back on
rebel
";背;"ハイ
せ
せい
そむ.く
そむ.ける
";
"solution
answer
";答;"トウ
こた.える
こた.え
";
"request
want
wish for
require
demand
";求;"キュウ
グ
もと.める
";
Ei käännöstä;𧾷;"Ei lukutapoja";
"path
route
road
distance
";路;"ロ
ル
-じ
みち
";
"flower
";花;"カ
ケ
はな
";
"examination
investigate
";検;"ケン
しら.べる
";
"bureau
board
office
affair
conclusion
court lady
lady-in-waiting
her apartment
";局;"キョク
つぼね
";
"undertake
scheme
design
attempt
plan
";企;"キ
くわだ.てる
たくら.む
";
"bundle
sheaf
ream
tie in bundles
govern
manage
control
";束;"ソク
たば
たば.ねる
つか
つか.ねる
";
"an imperial order or decree
";敕;"チョク
いまし.める
みことのり
";
"organize
arranging
tune
tone
meter
key (music)
";整;"セイ
ととの.える
ととの.う
";
"reside
to be
exist
live with
";居;"キョ
コ
い.る
-い
お.る
";
"every
";毎;"マイ
ごと
-ごと.に
";
"transit
ford
ferry
cross
import
deliver
diameter
migrate
";渡;"ト
わた.る
-わた.る
わた.す
";
"give
bestow
perform
alms
";施;"シ
セ
ほどこ.す
";
"echo
sound
resound
ring
vibrate
";響;"キョウ
ひび.く
";
"weep
moan
wail
";哭;"コク
なげ.く
な.く
";
"utensil
vessel
receptacle
implement
instrument
ability
container
tool
set
";器;"キ
うつわ
";
"throw
discard
abandon
launch into
join
invest in
hurl
give up
sell at a loss
";投;"トウ
な.げる
-な.げ
";
"character
letter
word
section of village
";字;"ジ
あざ
あざな
-な
";
"plan
suggestion
draft
ponder
fear
proposition
idea
expectation
worry
table
bench
";案;"アン
つくえ
";
"trust
request
";頼;"ライ
たの.む
たの.もしい
たよ.る
";
"entertain
revive
retrieve
interest
pleasure
";興;"コウ
キョウ
おこ.る
おこ.す
";
"cause
factor
be associated with
depend on
be limited to
";因;"イン
よ.る
ちな.む
";
"too much
myself
surplus
other
remainder
";余;"ヨ
あま.る
あま.り
あま.す
あんま.り
";
"exclude
division (x/3)
remove
abolish
cancel
except
";除;"ジョ
ジ
のぞ.く
-よ.け
";
"Inst.
institution
temple
mansion
school
";院;"イン
";
"ring
circle
link
wheel
";環;"カン
わ
";
"statue
picture
image
figure
portrait
";像;"ゾウ
";
"heat
temperature
fever
mania
passion
";熱;"ネツ
あつ.い
";
"blame
condemn
censure
";責;"セキ
せ.める
";
"volume
product (x*y)
acreage
contents
pile up
stack
load
amass
";積;"セキ
つ.む
-づ.み
つ.もる
つ.もり
";
"ascend
climb up
";登;"トウ
ト
ドウ
ショウ
チョウ
のぼ.る
あ.がる
";
"and yet
and then
but
however
nevertheless
";而;"ジ
ニ
しこ.うして
しか.して
しか.も
しか.れども
すなわち
なんじ
しかるに
";
"specialized
concentrated
";耑;"タン
セン
はし
";
"edge
origin
end
point
border
verge
cape
";端;"タン
はし
は
はた
-ばた
はな
";
"substance
quality
matter
temperament
";質;"シツ
シチ
チ
たち
ただ.す
もと
わりふ
";
"quandary
become distressed
annoyed
";困;"コン
こま.る
";
"time
about
toward
";頃;"ケイ
キョウ
ころ
ごろ
しばら.く
";
"halberd
arms
festival float
";矛;"ム
ボウ
ほこ
";
"task
duties
";務;"ム
つと.める
";
"thong
beginning
inception
end
cord
strap
mental or emotional state
";緒;"ショ
チョ
お
いとぐち
";
"lightly
trifling
unimportant
";軽;"ケイ
キョウ
キン
かる.い
かろ.やか
かろ.んじる
";
"thorn
";朿;"シ
とげ
";
"scheme
plan
policy
step
means
";策;"サク
";
"fall
drop
come down
village
hamlet
";落;"ラク
お.ちる
お.ち
お.とす
";
"ancient musical instrument
";敫;"セク
キョウ
ケキ
キャク
ヤク
うつ.る
";
"violent
get excited
enraged
chafe
incite
";激;"ゲキ
はげ.しい
";
"light
clear
bright
";冏;"ケイ
キョウ
ソウ
あきらか
";
"make a deal
selling
dealing in
merchant
";商;"ショウ
あきな.う
";
"row
and
besides
as well as
line up
rank with
rival
equal
";並;"ヘイ
ホウ
な.み
なみ
なら.べる
なら.ぶ
なら.びに
";
"borough
urban prefecture
govt office
representative body
storehouse
";府;"フ
";
"seal radical (no. 26)
";卩;"セツ
わりふ
";
"strike
beat
kow tow
hit
thrash
criticize
";叩;"コウ
たた.く
はた.く
すぎ
";
"fate
command
decree
destiny
life
appoint
";命;"メイ
ミョウ
いのち
";
"evaluate
criticism
comment
";評;"ヒョウ
";
"department
course
section
";科;"カ
";
"dwindle
decrease
reduce
decline
curtail
get hungry
";減;"ゲン
へ.る
へ.らす
";
"curriculum
continuation
passage of time
";歴;"レキ
レッキ
";
"ward off
defend
protect
resist
";防;"ボウ
ふせ.ぐ
";
"wrap
pack up
cover
conceal
";包;"ホウ
つつ.む
くる.む
";
"embrace
hug
hold in arms
";抱;"ホウ
だ.く
いだ.く
かか.える
";
"yellow
";黄;"コウ
オウ
き
こ-
";
"sideways
side
horizontal
width
woof
unreasonable
perverse
";横;"オウ
よこ
";
"open box enclosure
open box radical (no. 17)
";凵;"カン
";
"brush-stroke
picture
";画;"ガ
カク
エ
カイ
えが.く
かく.する
かぎ.る
はかりごと
はか.る
";
"south
";南;"ナン
ナ
みなみ
";
"genius
years old
cubic shaku
";才;"サイ
";
"lumber
log
timber
wood
materials
ingredients
talent
";材;"ザイ
";
"dollar
";弗;"フツ
ホチ
どる
ず
";
"expense
cost
spend
consume
waste
";費;"ヒ
つい.やす
つい.える
";
