"one
one radical (no.1)
";一;"イチ
イツ
ひと-
"claw radical (no. 87)
";爫;"";
"sincere
nourish
encase
";孚;"フ
たまご
はぐく.む
";
"floating
float
rise to surface
";浮;"フ
う.く
う.かれる
う.かぶ
む
う.かべる
";
"box-on-side enclosure radical (no. 22)
";匚;"ホウ
";
"doctor
medicine
";医;"イ
い.やす
い.する
くすし
";
"longing
covetousness
greed
passion
desire
craving
";欲;"ヨク
ほっ.する
ほ.しい
";
"labor
thank for
reward for
toil
trouble
";労;"ロウ
ろう.する
いたわ.る
いた.ずき
ねぎら
つか.れる
ねぎら.う
";
"regiment
party
company
squad
";隊;"タイ
";
"quick
fast
";速;"ソク
はや.い
はや-
はや.める
すみ.やか
";
"universal
wide(ly)
generally
Prussia
";普;"フ
あまね.く
あまねし
";
"paper
";紙;"シ
かみ
";
"ward
district
";区;"ク
オウ
コウ
";
"orders
ancient laws
command
decree
";令;"レイ
";
"cool
cold (beer, person)
chill
";冷;"レイ
つめ.たい
ひ.える
ひ.や
ひ.ややか
ひ.やす
ひ.やかす
さ.める
さ.ます
";
"test
try
attempt
experiment
ordeal
";試;"シ
こころ.みる
ため.す
";
"clothing
admit
obey
discharge
";服;"フク
";
"pay
clear out
prune
banish
dispose of
";払;"フツ
ヒツ
ホツ
はら.う
-はら.い
-ばら.い
";
"wholesale
";卸;"シャ
おろ.す
おろし
おろ.し
";
"honorable
manipulate
govern
";御;"ギョ
ゴ
おん-
お-
み-
";
"both
old Japanese coin
counter for carriages (e.g., in a train)
two
";両;"リョウ
てる
ふたつ
";
"portent
10**12
trillion
sign
omen
symptoms
";兆;"チョウ
きざ.す
きざ.し
";
"escape
flee
shirk
evade
set free
";逃;"トウ
に.げる
に.がす
のが.す
のが.れる
";
"mow
cut grass
subdue
";乂;"ガイ
カイ
ゲ
おさ.める
か.る
";
"map
drawing
plan
extraordinary
audacious
";図;"ズ
ト
え
はか.る
";
"relaxed
at ease
place
";攸;"ユウ
ところ
";
"discipline
conduct oneself well
study
master
";修;"シュウ
シュ
おさ.める
おさ.まる
";
"route
way
road
";途;"ト
みち
";
"precipitous
inaccessible place
impregnable position
steep place
sharp eyes
";険;"ケン
けわ.しい
";
"noon
sign of the horse
11AM-1PM
seventh sign of Chinese zodiac
";午;"ゴ
うま
";
"permit
approve
";許;"キョ
ゆる.す
もと
";
"rend
rip
tear
break
destroy
defeat
frustrate
";破;"ハ
やぶ.る
やぶ.れる
わ.れる
";
"to fill
roll of cloth
";畐;"フク
ヒョク
ヒキ
";
"blessing
fortune
luck
wealth
";福;"フク
";
"clear
bright
";奐;"カン
あき.らか
";
"interchange
period
change
convert
replace
renew
";換;"カン
か.える
-か.える
か.わる
";
"jurisdiction
dominion
territory
fief
reign
";領;"リョウ
えり
";
"disobedient
";屰;"ゲキ
ギャク
ハク
ヒャク
さか.らう
";
"inverted
reverse
opposite
wicked
";逆;"ギャク
ゲキ
さか
さか.さ
さか.らう
";
"";旲;"タイ
エイ
ひかげ
おお.きい
";
"must not
do not
be not
";莫;"バク
ボ
マク
モ
ナイ
くれ
なか.れ
なし
";
"imitation
copy
mock
";模;"モ
ボ
";
"source
origin
";源;"ゲン
みなもと
";
"severance
decline
refuse
apologize
warn
dismiss
prohibit
decision
judgement
cutting
";断;"ダン
た.つ
ことわ.る
さだ.める
";
"heart
interior
";奥;"オウ
おく
おく.まる
くま
";
"reach out
exert
exercise
cause
";及;"キュウ
およ.ぶ
およ.び
および
およ.ぼす
";
"";劦;"キョウ
リョウ
にわか
ととの.う
";
"co-
cooperation
";協;"キョウ
";
"warrior
military
chivalry
arms
";武;"ブ
ム
たけ
たけ.し
";
"pine tree
";松;"ショウ
まつ
";
"arrival
proceed
reach
attain
result in
";到;"トウ
いた.る
";
"overthrow
fall
collapse
drop
break down
";倒;"トウ
たお.れる
-だお.れ
たお.す
さかさま
さかさ
さかしま
";
"instant
namely
as is
conform
agree
adapt
";即;"ソク
つ.く
つ.ける
すなわ.ち
";
"node
season
period
occasion
verse
clause
stanza
honor
joint
knuckle
knob
knot
tune
melody
";節;"セツ
セチ
ふし
-ぶし
のっと
";
"hundred
";百;"ヒャク
ビャク
もも
";
"to branch
";𠂢;"ハ
ハイ
";
"faction
group
party
clique
sect
school
";派;"ハ
";
"garment
clothes
dressing
";衣;"イ
エ
ころも
きぬ
-ぎ
";
"compilation
knit
plait
braid
twist
editing
completed poem
part of a book
";編;"ヘン
あ.む
-あ.み
";
"made in...
manufacture
";製;"セイ
";
"long kimono
";袁;"エン
オン
";
"distant
far
";遠;"エン
オン
とお.い
";
"deceased
the late
dying
perish
";亡;"ボウ
モウ
な.い
な.き-
ほろ.びる
ほろ.ぶ
ほろ.ぼす
";
"forget
";忘;"ボウ
わす.れる
";
"scroll
volume
book
part
roll up
wind up
tie
coil
counter for texts (or book scrolls)
";巻;"カン
ケン
ま.く
まき
ま.き
";
"thousand
";千;"セン
ち
";
"miscellaneous
";雑;"ザツ
ゾウ
まじ.える
まじ.る
";
"wind
air
style
manner
";風;"フウ
フ
かぜ
かざ-
-かぜ
";
"defense
protection
";衛;"エイ
エ
";
"retreat
withdraw
retire
resign
repel
expel
reject
";退;"タイ
しりぞ.く
しりぞ.ける
ひ.く
の.く
の.ける
ど.く
";
"water radical variant (no. 85)
";氺;"スイ
";
"rising water
";滕;"トウ
わ.く
";
"wisteria
";藤;"トウ
ドウ
ふじ
";
"circle
yen
round
";円;"エン
まる.い
まる
まど
まど.か
まろ.やか
";
"chronicle
account
narrative
history
annals
geologic period
";紀;"キ
";
"warrior
arms
savage
Ainu
";戉;"ジュウ
エツ
えびす
まさかり
";
"surpass
cross over
move to
exceed
Vietnam
";越;"エツ
オツ
こ.す
-こ.す
-ご.し
こ.える
-ご.え
";
"forehead
tablet
plaque
framed picture
sum
amount
volume
";額;"ガク
ひたい
";
"phrase
clause
sentence
passage
paragraph
counter for haiku
";句;"ク
";
"any
at all
in the least
";苟;"コウ
ク
いやしく.も
";
"awe
respect
honor
revere
";敬;"ケイ
キョウ
うやま.う
";
"admonish
commandment
";警;"ケイ
いまし.める
";
"chapter
lesson
section
department
division
counter for chapters (of a book)
";課;"カ
";
"paragraph
nape of neck
clause
item
term (expression)
";項;"コウ
うなじ
";
"simplicity
brevity
";簡;"カン
ケン
えら.ぶ
ふだ
";
"record
";録;"ロク
しる.す
と.る
";
"weave
fabric
";織;"ショク
シキ
お.る
お.り
おり
-おり
-お.り
";
"ballot
label
ticket
sign
";票;"ヒョウ
";
"signpost
seal
mark
stamp
imprint
symbol
emblem
trademark
evidence
souvenir
target
";標;"ヒョウ
しるべ
しるし
";
"fire
";火;"カ
ひ
-び
ほ-
";
"inflammation
flame
blaze
";炎;"エン
ほのお
";
"discuss
talk
";談;"ダン
";
"petition
request
vow
wish
hope
";願;"ガン
ねが.う
-ねがい
";
"courts
imperial court
government office
";廷;"テイ
";
"courtyard
garden
yard
";庭;"テイ
にわ
";
"to look upward
";厃;"セン
ギ
エン
あお.ぐ
たるき
のき
";
"dangerous
fear
uneasy
";危;"キ
あぶ.ない
あや.うい
あや.ぶむ
";
"";壴;"シュ
チュ
たてる
";
"rejoice
take pleasure in
";喜;"キ
よろこ.ぶ
よろこ.ばす
";
"pain
hurt
damage
bruise
";痛;"ツウ
いた.い
いた.む
いた.ましい
いた.める
";
"various
many
several
together
";諸;"ショ
もろ
";
"foster
bring up
rear
develop
nurture
";養;"ヨウ
リョウ
やしな.う
";
"specialty
exclusive
mainly
solely
";専;"セン
もっぱ.ら
";
"cover
suffocate
obstruct
";奄;"エン
おお.う
たちまち
";
"I
myself
";俺;"エン
おれ
われ
";
"west
Spain
";西;"セイ
サイ
ス
にし
";
"spine
backbone
";呂;"ロ
リョ
せぼね
";
"Shinto shrine
constellations
palace
princess
";宮;"キュウ
グウ
ク
クウ
みや
";
"sort
kind
variety
class
genus
";類;"ルイ
たぐ.い
";
"night
evening
";夜;"ヤ
よ
よる
";
"bottom
sole
depth
bottom price
base
kind
sort
";底;"テイ
そこ
";
"conjecture
infer
guess
suppose
support
push (for)
";推;"スイ
お.す
";
"quiet
silent
in good health
";宓;"ミチ
フク
ヒツ
やす.らか
";
"secrecy
density (pop)
minuteness
carefulness
";密;"ミツ
ひそ.か
";
"un-
mistake
negative
injustice
non-
";非;"ヒ
あら.ず
";
"ride
power
multiplication
record
counter for vehicles
board
mount
join
";乗;"ジョウ
ショウ
の.る
-の.り
の.せる
";
"call on
visit
look up
offer sympathy
";訪;"ホウ
おとず.れる
たず.ねる
と.う
";
"music
comfort
ease
";楽;"ガク
ラク
ゴウ
たの.しい
たの.しむ
この.む
";
"back
amidst
in
reverse
inside
palm
sole
rear
lining
wrong side
";裏;"リ
うら
";
"wonder
be surprised
frightened
amazed
";驚;"キョウ
おどろ.く
おどろ.かす
";
"center
middle
";央;"オウ
";
"reflect
reflection
projection
";映;"エイ
うつ.る
うつ.す
は.える
-ば.え
";
"name of a Chinese emperor
";禹;"ウ
";
"belong
genus
subordinate official
affiliated
";属;"ゾク
ショク
さかん
つく
やから
";
"property
money
wealth
assets
";財;"ザイ
サイ
ゾク
たから
";
"healthy
health
strength
persistence
";健;"ケン
すこ.やか
";
"dish
a helping
plate
";皿;"ベイ
さら
";
"blood
";血;"ケツ
ち
";
"benefit
gain
profit
advantage
";益;"エキ
ヤク
ま.す
";
"door
counter for houses
door radical (no. 63)
";戸;"コ
と
";
"eat
food
radical number 184
";飠;"";
"drink
smoke
take
";飲;"イン
オン
の.む
-の.み
";
"short
brevity
fault
defect
weak point
";短;"タン
みじか.い
";
"seat
mat
occasion
place
";席;"セキ
むしろ
";
"environs
boundary
border
vicinity
";辺;"ヘン
あた.り
ほと.り
-べ
";
"transcend
super-
ultra-
";超;"チョウ
こ.える
こ.す
";
"end
close
tip
powder
posterity
";末;"マツ
バツ
すえ
";
"an ancient musical instrument
";筑;"チク
";
"fabricate
build
construct
";築;"チク
きず.く
";
"detain
fasten
halt
stop
";留;"リュウ
ル
と.める
と.まる
とど.める
とど.まる
るうぶる
";
"bosom
breast
chest
heart
feelings
";胸;"キョウ
むね
むな-
";
"becoming
resemble
counterfeit
imitate
suitable
";似;"ジ
に.る
ひ.る
";
"big brother
";哥;"カ
コ
あに
うた
";
"song
sing
";歌;"カ
うた
うた.う
";
"fly
skip (pages)
scatter
";飛;"ヒ
と.ぶ
と.ばす
-と.ばす
";
"exchange
spare
substitute
per-
";替;"タイ
か.える
か.え-
か.わる
";
"director
official
govt office
rule
administer
";司;"シ
つかさど.る
";
"negate
no
noes
refuse
decline
deny
";否;"ヒ
いな
いや
";
"grope
search
look for
";探;"タン
さぐ.る
さが.す
";
"trip
travel
";旅;"リョ
たび
";
"linen
cloth
spread
distribute
";布;"フ
ぬの
";
"history
chronicle
";史;"シ
";
"abbreviation
omission
outline
shorten
capture
plunder
";略;"リャク
ほぼ
はぶ.く
おか.す
おさ.める
はかりごと
はか.る
";
"enemy
foe
opponent
";敵;"テキ
かたき
あだ
かな.う
";
"contact
touch
feel
hit
proclaim
announce
conflict
";触;"ショク
ふ.れる
さわ.る
さわ
";
"return
repeat
repeatedly
";复;"";
"restore
return to
revert
resume
";復;"フク
また
";
"lady
woman
wife
bride
";婦;"フ
よめ
";
"an official rank
";尹;"イン
おさ
ただ.す
";
"mister
you
ruler
male name suffix
";君;"クン
きみ
-ぎみ
";
"doubt
distrust
be suspicious
question
";疑;"ギ
うたが.う
";
"foothold
based on
follow
therefore
";拠;"キョ
コ
よ.る
";
"copy
be photographed
describe
";写;"シャ
ジャ
うつ.す
うつ.る
うつ-
うつ.し
";
"hinder
hurt
harm
";障;"ショウ
さわ.る
";
"creek
inlet
bay
";江;"コウ
え
";
"for the first time
not until
";甫;"ホ
フ
はじ.めて
";
"supplement
supply
make good
offset
compensate
assistant
learner
";補;"ホ
おぎな.う
";
"abdomen
belly
stomach
";腹;"フク
はら
";
"focus
government ministry
conserve
";省;"セイ
ショウ
かえり.みる
はぶ.く
";
"exquisite
strange
queer
mystery
miracle
excellent
delicate
charming
";妙;"ミョウ
ビョウ
たえ
";
"sign of the hog
9-11PM
twelfth sign of the Chinese zodiac
";亥;"ガイ
カイ
い
";
"engrave
cut fine
chop
hash
mince
time
carving
";刻;"コク
きざ.む
きざ.み
";
"renowned
publish
write
remarkable
phenomenal
put on
don
wear
arrival
finish (race)
counter for suits of clothing
literary work
";著;"チョ
チャク
あらわ.す
いちじる.しい
";
"salary
wage
gift
allow
grant
bestow on
";給;"キュウ
たま.う
たも.う
-たま.え
";
"dark
evening
dusk
";昏;"コン
くら.い
くれ
";
"marriage
";婚;"コン
";
"commonplace
ordinary
mediocre
";凡;"ボン
ハン
およ.そ
おうよ.そ
すべ.て
";
"bind
firm
secure
strong
";巩;"キョウ
";
"fear
dread
awe
";恐;"キョウ
おそ.れる
おそ.る
おそ.ろしい
こわ.い
こわ.がる
";
"pure
purify
cleanse
exorcise
Manchu dynasty
";清;"セイ
ショウ
シン
きよ.い
きよ.まる
きよ.める
";
"once upon a time
antiquity
old times
";昔;"セキ
シャク
むかし
";
"stamp
seal
mark
imprint
symbol
emblem
trademark
evidence
souvenir
India
";印;"イン
しるし
-じるし
しる.す
";
"pressure
push
overwhelm
oppress
dominate
";圧;"アツ
エン
オウ
お.す
へ.す
おさ.える
お.さえる
";
"settlement
obtain
reap
pay
supply
store
";納;"ノウ
ナッ
ナ
ナン
トウ
おさ.める
-おさ.める
おさ.まる
";
"duplicate
double
compound
multiple
";複;"フク
";
"evening
twilight
season's end
livelihood
make a living
spend time
";暮;"ボ
く.れる
く.らす
";
"bend
music
melody
composition
pleasure
injustice
fault
curve
crooked
perverse
lean
";曲;"キョク
ま.がる
ま.げる
くま
";
"bountiful
excellent
rich
";豊;"ホウ
ブ
ゆた.か
とよ
";
"ambition
full moon
hope
desire
aspire to
expect
";望;"ボウ
モウ
のぞ.む
もち
";
"lean
incline
tilt
trend
wane
sink
ruin
bias
";傾;"ケイ
かたむ.く
かたむ.ける
かたぶ.く
かた.げる
かし.げる
";
"bring up
grow up
raise
rear
";育;"イク
そだ.つ
そだ.ち
そだ.てる
はぐく.む
";
"to depend on
to entrust with
";乇;"タク
チャク
";
"home
house
residence
our house
my husband
";宅;"タク
";
"robust
manhood
prosperity
";壮;"ソウ
さかん
";
"attire
dress
pretend
disguise
profess
";装;"ソウ
ショウ
よそお.う
よそお.い
";
"boom
prosper
copulate
";盛;"セイ
ジョウ
も.る
さか.る
さか.ん
";
"rest
day off
retire
sleep
";休;"キュウ
やす.む
やす.まる
やす.める
";
"intention
plan
resolve
aspire
motive
hopes
shilling
";志;"シ
シリング
こころざ.す
こころざし
";
"obey
order
turn
right
docility
occasion
";順;"ジュン
";
"grass
weeds
herbs
pasture
write
draft
";草;"ソウ
くさ
くさ-
-ぐさ
";
"hidden
mysterious
secret
to conceal
small
minute
fishhook radical variant (no. 5)
";乚;"イン
オン
かく.す
かく.れる
かか.す
よ.る
";
"riot
war
disorder
disturb
";乱;"ラン
ロン
みだ.れる
みだ.る
みだ.す
みだ
おさ.める
わた.る
";
"darkness
disappear
shade
informal
grow dark
be blinded
";暗;"アン
くら.い
くら.む
くれ.る
";
"victory
win
prevail
excel
";勝;"ショウ
か.つ
-が.ち
まさ.る
すぐ.れる
かつ
";
"chirping of birds
";喿;"ソウ
ショウ
さわ.ぐ
かしま.しい
すき
";
"winding
reel
spin
turn (pages)
look up
refer to
";繰;"ソウ
く.る
";
"England
English
hero
outstanding
calyx
";英;"エイ
はなぶさ
";
"chastise
attack
defeat
destroy
conquer
";討;"トウ
う.つ
";
"retainer
subject
";臣;"シン
ジン
";
"overgrown
grow thick
be luxuriant
";茂;"モ
しげ.る
";
"storehouse
hide
own
have
possess
";蔵;"ゾウ
ソウ
くら
おさ.める
かく.れる
";
"concurrently
and
beforehand
in advance
";兼;"ケン
か.ねる
-か.ねる
";
"dislike
detest
hate
";嫌;"ケン
ゲン
きら.う
きら.い
いや
";
"shaku
Japanese foot
measure
scale
rule
";尺;"シャク
";
"translate
reason
circumstance
case
";訳;"ヤク
わけ
";
"to cut
wound
hurt
";𢦏;"";
"ride
board
get on
place
spread
10**44
record
publish
";載;"サイ
の.せる
の.る
";
"broaden
extend
expand
enlarge
";拡;"カク
コウ
ひろ.がる
ひろ.げる
ひろ.める
";
"salute
bow
ceremony
thanks
remuneration
";礼;"レイ
ライ
";
"grow late
night watch
sit up late
of course
renew
renovate
again
more and more
further
";更;"コウ
さら
さら.に
ふ.ける
ふ.かす
";
"convenience
facility
excrement
feces
letter
chance
";便;"ベン
ビン
たよ.り
";
"building
mansion
large building
palace
";館;"カン
やかた
たて
";
"pattern
example
model
";範;"ハン
";
"waves
billows
Poland
";波;"ハ
なみ
";
"fold
break
fracture
bend
yield
submit
";折;"セツ
シャク
お.る
おり
お.り
-お.り
お.れる
";
"park
garden
yard
farm
";園;"エン
その
";
"grieve
sad
deplore
regret
";悲;"ヒ
かな.しい
かな.しむ
";
"sign of the tiger
3-5AM
third sign of Chinese zodiac
";寅;"イン
とら
";
"performance
act
play
render
stage
";演;"エン
";
"quiet
";静;"セイ
ジョウ
しず-
しず.か
しず.まる
しず.める
";
"springtime
spring (season)
";春;"シュン
はる
";
"red
";赤;"セキ
シャク
あか
あか-
あか.い
あか.らむ
あか.らめる
";
"younger brother
faithful service to elders
";弟;"テイ
ダイ
デ
おとうと
";
"autumn
";秋;"シュウ
あき
とき
";
"godown
warehouse
storehouse
cellar
treasury
";倉;"ソウ
くら
";
"genesis
wound
injury
hurt
start
originate
";創;"ソウ
ショウ
つく.る
はじ.める
きず
けず.しける
";
"scatter
disperse
spend
squander
";散;"サン
ち.る
ち.らす
-ち.らす
ち.らかす
ち.らかる
ち.らばる
ばら
ばら.ける
";
"easy
ready to
simple
fortune-telling
divination
";易;"エキ
イ
やさ.しい
やす.い
";
"ray
light
";光;"コウ
ひか.る
ひかり
";
"select
pick out
";柬;"カン
ケン
えら.ぶ
";
"practice
gloss
train
drill
polish
refine
";練;"レン
ね.る
ね.り
";
"to swim
to move freely
to rove
";斿;"ヨウ
ヨ
リュウ
ル
ユウ
はたあし
";
"play
";遊;"ユウ
ユ
あそ.ぶ
あそ.ばす
";
"sheep
";羊;"ヨウ
ひつじ
";
"ocean
sea
foreign
Western style
";洋;"ヨウ
";
"introduce
inherit
help
";紹;"ショウ
";
"suck
imbibe
inhale
sip
";吸;"キュウ
す.う
";
"fuel used for sacrifices
";尞;"リョウ
かがりび
";
"heal
cure
";療;"リョウ
";
"happenstance
especially
intentionally
reason
cause
circumstances
the late
therefore
consequently
";故;"コ
ゆえ
ふる.い
もと
";
"incur
cover
veil
brood over
shelter
wear
put on
be exposed (film)
receiving
";被;"ヒ
こうむ.る
おお.う
かぶ.る
かぶ.せる
";
"address
just like
fortunately
";宛;"エン
あ.てる
-あて
-づつ
あたか.も
";
"arm
ability
talent
";腕;"ワン
うで
";
"love
affection
favourite
";愛;"アイ
いと.しい
かな.しい
め.でる
お.しむ
まな
";
"weak
frail
";弱;"ジャク
よわ.い
よわ.る
よわ.まる
よわ.める
";
"go-between
relationship
";仲;"チュウ
なか
";
"lead on to
therefore
then
";爰;"エン
ここ.に
";
"abet
help
save
";援;"エン
";
"handle
entertain
thresh
strip
";扱;"ソウ
キュウ
あつか.い
あつか.う
あつか.る
こ.く
";
"seedling
sapling
shoot
";苗;"ビョウ
ミョウ
なえ
なわ-
";
"sketch
compose
write
draw
paint
";描;"ビョウ
えが.く
か.く
";
"descendants
elder brother
insect
";昆;"コン
";
"mix
blend
confuse
";混;"コン
ま.じる
-ま.じり
ま.ざる
ま.ぜる
こ.む
";
"to feed a prisoner
";昷;"オン
めぐ.む
";
"warm
";温;"オン
あたた.か
あたた.かい
あたた.まる
あたた.める
ぬく
";
"wealth
enrich
abundant
";富;"フ
フウ
と.む
とみ
";
"license
sincerity
permit
";允;"イン
じょう
まこと.に
ゆるす
";
"allot
fill
";充;"ジュウ
あ.てる
み.たす
";
"valve
petal
braid
speech
dialect
discrimination
dispose of
distinguish
conical cap
";弁;"ベン
ヘン
かんむり
わきま.える
わ.ける
はなびら
あらそ.う
";
"sunshine
yang principle
positive
male
heaven
daytime
";陽;"ヨウ
ひ
";
"achievement
merits
success
honor
credit
";功;"コウ
ク
いさお
";
"raise
plan
project
behavior
actions
";挙;"キョ
あ.げる
あ.がる
こぞ.る
";
"spicy
bitter
hot
acrid
";辛;"シン
から.い
つら.い
-づら.い
かのと
";
"false
punish
crime
law
";辟;"ヘキ
ヒ
きみ
ひら.く
め.す
";
"evade
avoid
avert
ward off
shirk
shun
";避;"ヒ
さ.ける
よ.ける
";
"mount
hill
knoll
";岡;"コウ
おか
";
"aggression
attack
criticize
polish
";攻;"コウ
せ.める
";
"wound
hurt
injure
impair
pain
injury
cut
gash
scar
weak point
";傷;"ショウ
きず
いた.む
いた.める
";
"plank
board
plate
stage
";板;"ハン
バン
いた
";
"drive
run
gallop
advance
inspire
impel
";駆;"ク
か.ける
か.る
";
"dancing radical (no. 136)
";舛;"ブ
セン
まい
そむ.く
";
"type of morning glory
rose of Sharon
althea
";舜;"シュン
";
"wink
blink
twinkle
";瞬;"シュン
またた.く
まじろ.ぐ
";
"dance
flit
circle
wheel
";舞;"ブ
ま.う
-ま.う
まい
";
"high spirits
";亢;"コウ
たかぶる
";
"confront
resist
defy
oppose
";抗;"コウ
あらが.う
";
"lofty
high
raise
high-priced
";卬;"キョウ
ゴウ
のぞ.む
な.す
たか.ぶる
";
"welcome
meet
greet
";迎;"ゲイ
むか.える
";
"summer
";夏;"カ
ガ
ゲ
なつ
";
"impart
instruct
grant
confer
";授;"ジュ
さず.ける
さず.かる
";
"medicine
chemical
enamel
gunpowder
benefit
";薬;"ヤク
くすり
";
"silver
";銀;"ギン
しろがね
";
"appellation
praise
admire
name
title
fame
";称;"ショウ
たた.える
とな.える
あ.げる
かな.う
はか.り
はか.る
ほめ.る
";
"iron
";鉄;"テツ
くろがね
";
"assistant
help
";佐;"サ
";
"secret
conceal
";秘;"ヒ
ひ.める
ひそ.か
かく.す
";
"eyeball
";眼;"ガン
ゲン
まなこ
め
";
"barracks
police station
camp
ton
";屯;"トン
たむろ
";
"genuine
purity
innocence
net (profit)
";純;"ジュン
";
"accompany
obey
submit to
comply
follow
secondary
incidental
subordinate
";従;"ジュウ
ショウ
ジュ
したが.う
したが.える
より
";
"old times
old things
old friend
former
ex-
";旧;"キュウ
ふる.い
もと
";
"newborn babe
child
young of animals
";児;"ジ
ニ
ゲイ
こ
-こ
-っこ
";
"class
rank
grade
";級;"キュウ
";
"rib
";肋;"ロク
あばら
";
"muscle
sinew
tendon
fiber
plot
plan
descent
";筋;"キン
すじ
";
"dice
form
appearance
take
gather
coloring
";采;"サイ
と.る
いろどり
";
"pick
take
fetch
take up
";採;"サイ
と.る
";
"week
";週;"シュウ
";
"guy
slave
manservant
fellow
";奴;"ド
やつ
やっこ
";
"angry
be offended
";怒;"ド
ヌ
いか.る
おこ.る
";
"holy
saint
sage
master
priest
";聖;"セイ
ショウ
ひじり
";
"incense
smell
perfume
";香;"コウ
キョウ
か
かお.り
かお.る
";
"choose
select
elect
prefer
";択;"タク
えら.ぶ
";
"tailor
judge
decision
cut out (pattern)
";裁;"サイ
た.つ
さば.く
";
"one-sided
leaf
sheet
right-side kata radical (no. 91)
";片;"ヘン
かた-
かた
";
"printing block
printing plate
edition
impression
label
";版;"ハン
";
"committee
entrust to
leave to
devote
discard
";委;"イ
ゆだ.ねる
";
"crime
sin
offense
";犯;"ハン
ボン
おか.す
";
"solicit
invite
ask
";請;"セイ
シン
ショウ
こ.う
う.ける
";
"daughter
girl
";娘;"ジョウ
むすめ
こ
";
"wife
spouse
";妻;"サイ
つま
";
"ball
sphere
";球;"キュウ
たま
";
"swamp
marsh
brilliance
grace
";沢;"タク
さわ
うるお.い
うるお.す
つや
";
"slow
late
back
later
";遅;"チ
おく.れる
おく.らす
おそ.い
";
"grove
forest
";林;"リン
はやし
";
"failure
defeat
reversal
";敗;"ハイ
やぶ.れる
";
"precious
value
prize
esteem
honor
";貴;"キ
たっと.い
とうと.い
たっと.ぶ
とうと.ぶ
";
"borrow
rent
";借;"シャク
か.りる
";
"forest
woods
";森;"シン
もり
";
"extend
give
cast
slave radical (no. 171)
";隶;"タイ
";
"ease
peace
";康;"コウ
";
"boulder
rock
cliff
";岩;"ガン
いわ
";
"rhythm
law
regulation
gauge
control
";律;"リツ
リチ
レツ
";
"thorn
pierce
stab
prick
sting
calling card
";刺;"シ
さ.す
さ.さる
さ.し
さし
とげ
";
"plant
";植;"ショク
う.える
う.わる
";
"hanging scroll
width
";幅;"フク
はば
";
"fiber
tie
rope
";維;"イ
";
"guilt
sin
crime
fault
blame
offense
";罪;"ザイ
つみ
";
"favor
blessing
grace
kindness
";恵;"ケイ
エ
めぐ.む
めぐ.み
";
"picture
drawing
painting
sketch
";絵;"カイ
エ
";
"entwine
coil around
get caught in
";絡;"ラク
から.む
から.まる
";
"deliver
reach
arrive
report
notify
forward
";届;"カイ
とど.ける
-とど.け
とど.く
";
"standing (something) up
";尌;"シュ
チュ
ジュウ
た.てる
た.つ
わらわ
しもべ
";
"timber
trees
wood
establish
set up
";樹;"ジュ
き
";
"sake
alcohol
";酒;"シュ
さけ
さか-
";
"hundred
leader of 100 men
east-west path between paddies
";佰;"ヒャク
ハク
おさ
";
"inn
lodging
relay station
dwell
lodge
be pregnant
home
dwelling
";宿;"シュク
やど
やど.る
やど.す
";
"splendor
flower
petal
shine
luster
ostentatious
showy
gay
gorgeous
";華;"カ
ケ
はな
";
"grip
hold
mould sushi
bribe
";握;"アク
にぎ.る
";
"writing brush
writing
painting brush
handwriting
";筆;"ヒツ
ふで
";
"wall
lining (stomach)
fence
";壁;"ヘキ
かべ
";
"haven
port
harbor
ferry
";津;"シン
つ
";
"toil
diligent
as much as possible
";努;"ド
つと.める
";
"cheerful
pleasant
agreeable
comfortable
";快;"カイ
こころよ.い
";
"tracks
mark
print
impression
";跡;"セキ
あと
";
"castle
";城;"ジョウ
セイ
しろ
";
"inn
hut
house
mansion
";舍;"セキ
シャ
やど.る
";
"discard
throw away
abandon
resign
reject
sacrifice
";捨;"シャ
す.てる
";
"twenty
";廿;"ジュウ
ニュウ
にじゅう
";
"diligence
become employed
serve
";勤;"キン
ゴン
つと.める
-づと.め
つと.まる
いそ.しむ
";
"on foot
junior
emptiness
vanity
futility
uselessness
ephemeral thing
gang
set
party
people
";徒;"ト
いたずら
あだ
";
"outburst
rave
fret
force
violence
cruelty
outrage
";暴;"ボウ
バク
あば.く
あば.れる
";
"meat
";肉;"ニク
しし
";
"undress
removing
escape from
get rid of
be left out
take off
";脱;"ダツ
ぬ.ぐ
ぬ.げる
";
"contrast
compare
";較;"カク
コウ
くら.べる
";
"Nara
what?
";奈;"ナ
ナイ
ダイ
いかん
からなし
";
"put up (a notice)
put up
hoist
display
hang out
publish
describe
";掲;"ケイ
かか.げる
";
"yesterday
previous
";昨;"サク
";
"lecture
club
association
";講;"コウ
";
"stand side by side
assemble
";乑;"ギン
ゴン
シュウ
ならびたつ
";
"shoulder
";肩;"ケン
かた
";
"masses
great numbers
multitude
populace
";衆;"シュウ
シュ
おお.い
";
"sob
choke
crooked heaven radical variant (no.71)
";旡;"キ
ケ
む
なし
";
"previously
already
long ago
";既;"キ
すで.に
";
"outline
condition
approximation
generally
";概;"ガイ
おおむ.ね
";
"fathom
plan
scheme
measure
";測;"ソク
はか.る
";
"fur
hair
feather
down
";毛;"モウ
け
";
"tail
end
counter for fish
lower slope of mountain
";尾;"ビ
お
";
"religion
sect
denomination
main point
origin
essence
";宗;"シュウ
ソウ
むね
";
